sd_multiplier,stop_loss_factor,stop_rate,total_pnl,avg_trade_return_pct,win_rate,max_drawdown,sharpe_ratio,worst_trade_pnl,tail_loss_5pct,return_on_capital,num_trades
1.5,1.9,0.0031847133757961785,1587.0573141072186,7.570731329836204e-05,0.9203821656050956,-4014.6201846638296,0.10041321614954586,-3300.243345349907,-231.55427704200886,0.0001142556955960389,314
1.5,2.0,0.0031847133757961785,1587.0573141072186,7.570731329836204e-05,0.9203821656050956,-4014.6201846638296,0.10041321614954586,-3300.243345349907,-231.55427704200886,0.0001142556955960389,314
1.7,0.5,0.34076433121019106,1060.1695895511866,4.445527641553532e-05,0.7993630573248408,-1127.4184959734243,0.1467845496458247,-753.6704344551083,-89.4282177356851,7.664670721673716e-05,314
1.7,0.6,0.23248407643312102,671.6352837640702,5.677688829611174e-06,0.8152866242038217,-1129.9525225759578,0.017422834200035382,-753.6704344551083,-130.11561212699635,4.8556979429006154e-05,314
1.7,0.7,0.16560509554140126,1430.993822882835,6.359815260426321e-05,0.8312101910828026,-1129.9525225759578,0.19563903431373048,-753.6704344551083,-120.41901594136768,0.0001034560561371059,314
1.7,0.8,0.11464968152866242,778.775039647416,-1.560693413087364e-05,0.8726114649681529,-2056.581149431167,-0.03691561033590821,-1029.700108050697,-148.62750891349106,5.630282460453126e-05,314
1.7,0.9,0.08280254777070063,1292.4424233100679,2.374897710921242e-05,0.9012738853503185,-1975.3397272434777,0.05513796972046409,-1029.700108050697,-159.15609547999543,9.343925442709013e-05,314
1.7,1.0,0.05732484076433121,1023.7521896181605,-5.015503651467399e-05,0.9235668789808917,-2551.7529253498683,-0.07748364211349569,-1289.1717633077803,-151.4754990078342,7.401385128710882e-05,314
1.7,1.1,0.028662420382165606,-1760.791535349817,-0.00022247605329726454,0.9331210191082803,-3803.260525921184,-0.2793884508872475,-3126.790776163364,-168.22628275255914,-0.0001272993251360852,314
1.7,1.2,0.01592356687898089,-1393.8656508539163,-0.00019389642851320573,0.9394904458598726,-3969.9964703948017,-0.24362309731071777,-3126.790776163364,-101.13833631696063,-0.00010077181376773374,314
1.7,1.3,0.012738853503184714,-1751.405963042395,-0.00022287005229470672,0.9394904458598726,-3969.9964703948017,-0.27679050074493683,-3126.790776163364,-101.13833631696063,-0.00012662077972240942,314
1.7,1.4,0.009554140127388535,-1070.9100292307658,-0.00018613811157293028,0.9426751592356688,-3486.3935812460354,-0.23246209199636186,-3126.790776163364,-69.08695339572732,-7.742320499936855e-05,314
1.7,1.5,0.009554140127388535,-1070.9100292307658,-0.00018613811157293028,0.9426751592356688,-3486.3935812460354,-0.23246209199636186,-3126.790776163364,-69.08695339572732,-7.742320499936855e-05,314
1.7,1.6,0.0031847133757961785,126.1179468276207,-1.6653240752124784e-05,0.9426751592356688,-3486.393581246036,-0.026640273622909962,-3126.790776163364,-69.08695339572732,9.11790475839333e-06,314
1.7,1.7,0.0031847133757961785,126.1179468276207,-1.6653240752124784e-05,0.9426751592356688,-3486.393581246036,-0.026640273622909962,-3126.790776163364,-69.08695339572732,9.11790475839333e-06,314
1.7,1.8,0.0,11.603507052711166,-2.8494009196052077e-05,0.9426751592356688,-3486.393581246036,-0.04467034512491646,-3126.790776163364,-69.08695339572732,8.388946603656161e-07,314
1.7,1.9,0.0,11.603507052711166,-2.8494009196052077e-05,0.9426751592356688,-3486.393581246036,-0.04467034512491646,-3126.790776163364,-69.08695339572732,8.388946603656161e-07,314
1.7,2.0,0.0,11.603507052711166,-2.8494009196052077e-05,0.9426751592356688,-3486.393581246036,-0.04467034512491646,-3126.790776163364,-69.08695339572732,8.388946603656161e-07,314
1.9,0.5,0.2770700636942675,-153.4167757429727,-4.4262290815615815e-05,0.8089171974522293,-954.7412409861175,-0.18550425770015203,-600.5310116769938,-73.15864802746707,-1.11395983025931e-05,314
1.9,0.6,0.17834394904458598,449.8530788230123,7.906137319264602e-07,0.8343949044585988,-890.9497385062346,0.003322748412841417,-600.5310116769938,-69.0826454773757,3.266385027976738e-05,314
1.9,0.7,0.1178343949044586,853.6579077207039,3.145812851720284e-05,0.8789808917197452,-969.5115521089258,0.13132645617847039,-600.5310116769938,-70.43032454939114,6.198413526674779e-05,314
1.9,0.8,0.08280254777070063,533.1184621640383,-1.3995139821413883e-05,0.9140127388535032,-1620.3050646954616,-0.042664786388093,-855.6438961629145,-70.43032454939114,3.870975313777307e-05,314
1.9,0.9,0.054140127388535034,4.54440956435846,-0.00010598268487455403,0.9394904458598726,-2171.4406167151747,-0.2042932475429956,-1032.4861083616963,-63.825052701187786,3.2996976259119535e-07,314
1.9,1.0,0.028662420382165606,-2107.3704818048736,-0.0002274707344121327,0.9522292993630573,-3278.608693123745,-0.34307322336496454,-2846.7412492972503,4.656364323039125,-0.00015301625606692275,314
1.9,1.1,0.012738853503184714,-2069.013629565742,-0.00022665145485087243,0.9585987261146497,-3372.613471334201,-0.33881686859005916,-2846.7412492972503,7.524059022555902,-0.00015023116347175774,314
1.9,1.2,0.009554140127388535,-1449.250642337429,-0.0001931409714001185,0.9617834394904459,-2886.329952635415,-0.29071386607609206,-2846.7412492972503,7.831259706450737,-0.00010523014785854323,314
1.9,1.3,0.009554140127388535,-1449.250642337429,-0.0001931409714001185,0.9617834394904459,-2886.329952635415,-0.29071386607609206,-2846.7412492972503,7.831259706450737,-0.00010523014785854323,314
1.9,1.4,0.006369426751592357,-1015.8584523626073,-0.00014803541896945142,0.9617834394904459,-2886.329952635414,-0.22837974727601174,-2846.7412492972503,7.831259706450737,-7.376152338497897e-05,314
1.9,1.5,0.0031847133757961785,-196.3581324534175,-1.4195745621551716e-05,0.9617834394904459,-2886.329952635414,-0.02807529317569743,-2846.7412492972503,7.831259706450737,-1.4257571953167795e-05,314
1.9,1.6,0.0,-298.35644614495527,-2.481128137063979e-05,0.9617834394904459,-2886.329952635414,-0.047945889493995524,-2846.7412492972503,7.831259706450737,-2.1663673642915093e-05,314
1.9,1.7,0.0,-298.35644614495527,-2.481128137063979e-05,0.9617834394904459,-2886.329952635414,-0.047945889493995524,-2846.7412492972503,7.831259706450737,-2.1663673642915093e-05,314
1.9,1.8,0.0,-298.35644614495527,-2.481128137063979e-05,0.9617834394904459,-2886.329952635414,-0.047945889493995524,-2846.7412492972503,7.831259706450737,-2.1663673642915093e-05,314
1.9,1.9,0.0,-298.35644614495527,-2.481128137063979e-05,0.9617834394904459,-2886.329952635414,-0.047945889493995524,-2846.7412492972503,7.831259706450737,-2.1663673642915093e-05,314
1.9,2.0,0.0,-298.35644614495527,-2.481128137063979e-05,0.9617834394904459,-2886.329952635414,-0.047945889493995524,-2846.7412492972503,7.831259706450737,-2.1663673642915093e-05,314
