stop_loss_factor,stop_rate,total_pnl,avg_trade_return_pct,win_rate,max_drawdown,sharpe_ratio,worst_trade_pnl,tail_loss_5pct,return_on_capital,num_trades
0.1,0.9807692307692307,1601.8589841934831,0.0007710566303145409,0.8076923076923077,-237.61700367159074,3.8946157789335842,-217.27193734368095,-39.22537535119537,0.0007393764062743979,52
0.15,0.9230769230769231,1520.4921623868383,0.0007134786591964567,0.7884615384615384,-310.60265480133876,2.611695397446463,-304.8378891796414,-111.6259833617165,0.000701819599532351,52
0.2,0.9230769230769231,1809.3905844707838,0.0008434595978095383,0.7884615384615384,-310.60265480133876,2.9998014891922646,-304.8378891796414,-111.6259833617165,0.0008351675903396186,52
0.25,0.8269230769230769,1988.7374620112084,0.000926386484426575,0.7884615384615384,-310.60265480133876,3.2226820081960312,-304.8378891796414,-111.6259833617165,0.0009179494401159513,52
0.3,0.7884615384615384,2208.4064881990626,0.0010226640619032793,0.7884615384615384,-310.60265480133876,3.4806225272937636,-304.8378891796414,-111.6259833617165,0.0010193429440106452,52
0.35,0.7307692307692307,2336.9621017073996,0.0010809241627981717,0.7884615384615384,-310.60265480133876,3.6480488978319134,-304.8378891796414,-111.6259833617165,0.0010786808685471496,52
0.4,0.6923076923076923,2385.391768837608,0.001098316252444093,0.7692307692307693,-310.60265480133876,3.430774335184021,-304.8378891796414,-166.4895556820841,0.0011010347421359834,52
0.45,0.6153846153846154,2628.2543776903867,0.0012089333949107388,0.7884615384615384,-310.60265480133876,3.7286086608792455,-304.8378891796414,-166.4895556820841,0.0012131337999955628,52
0.5,0.5384615384615384,2451.64538229962,0.0011233995764714474,0.7692307692307693,-417.92732117042397,2.848704713683732,-412.05603851930425,-192.21673331658144,0.001131615685344851,52
0.55,0.4807692307692308,2529.1945324054195,0.0011576008654579277,0.7884615384615384,-412.05603851930425,2.9148186857653884,-412.05603851930425,-192.21673331658144,0.001167410354214364,52
0.6,0.4423076923076923,2379.0429116785053,0.0010889316786460513,0.7692307692307693,-412.05603851930425,2.6932040116531253,-412.05603851930425,-192.21673331658144,0.001098104274949691,52
0.65,0.4230769230769231,2411.7297446703997,0.0011059487168794987,0.7692307692307693,-412.05603851930425,2.7229295886467595,-412.05603851930425,-192.21673331658144,0.0011131916661298868,52
0.7,0.38461538461538464,2545.7233804923617,0.0011729725560062053,0.7884615384615384,-412.05603851930425,2.8737051149270716,-412.05603851930425,-192.21673331658144,0.0011750396401995669,52
0.75,0.34615384615384615,2717.5745693816075,0.0012512836538037422,0.8076923076923077,-412.05603851930425,3.0413386404499247,-412.05603851930425,-192.21673331658144,0.001254361675228067,52
0.8,0.3269230769230769,2853.263038262406,0.0013159925628157892,0.8269230769230769,-412.05603851930425,3.19644928503292,-412.05603851930425,-192.21673331658144,0.0013169919401165042,52
0.85,0.3269230769230769,2744.1637868826538,0.0012594410122353664,0.8076923076923077,-412.05603851930425,3.0065540773167054,-412.05603851930425,-192.21673331658144,0.00126663456583552,52
0.9,0.25,2906.5561829315725,0.0013329467827664352,0.8076923076923077,-412.05603851930425,2.921914634963566,-412.05603851930425,-256.67661566986317,0.0013415906683275202,52
0.95,0.21153846153846154,2690.3165314271814,0.0012301444182099058,0.7884615384615384,-412.05603851930425,2.522118189337418,-412.05603851930425,-293.1153782673144,0.0012417800745105846,52
1.0,0.21153846153846154,2545.9796347215815,0.0011677689226586528,0.7884615384615384,-412.05603851930425,2.3438689839673104,-412.05603851930425,-293.1153782673144,0.001175157920480767,52
1.05,0.19230769230769232,2731.942964664157,0.001253428272104961,0.7884615384615384,-412.05603851930425,2.5087737951473406,-412.05603851930425,-293.1153782673144,0.001260993752441337,52
1.1,0.15384615384615385,3015.9438003980454,0.0013788236521544348,0.8076923076923077,-412.05603851930425,2.8110600605033267,-412.05603851930425,-293.1153782673144,0.0013920811448871662,52
1.15,0.11538461538461539,2551.4903364999614,0.0011636412253929,0.8076923076923077,-412.05603851930425,2.1374535478750043,-412.05603851930425,-342.14105201565735,0.0011777015169628254,52
1.2,0.11538461538461539,2551.4903364999614,0.0011636412253929,0.8076923076923077,-412.05603851930425,2.1374535478750043,-412.05603851930425,-342.14105201565735,0.0011777015169628254,52
1.25,0.09615384615384616,2611.9725096494967,0.0011949921341372165,0.8076923076923077,-412.05603851930425,2.209947992635566,-412.05603851930425,-342.14105201565735,0.0012056185135700423,52
1.3,0.09615384615384616,2611.9725096494967,0.0011949921341372165,0.8076923076923077,-412.05603851930425,2.209947992635566,-412.05603851930425,-342.14105201565735,0.0012056185135700423,52
1.35,0.07692307692307693,3166.9618146662233,0.0014305963559986213,0.8269230769230769,-412.05603851930425,2.8082431536769756,-412.05603851930425,-337.80556019449784,0.0014617871288558613,52
1.4,0.057692307692307696,2953.7856971368824,0.001338471845398215,0.8269230769230769,-419.9736032219748,2.4856490930232233,-419.97360322197466,-342.14105201565735,0.001363390582569528,52
1.45,0.038461538461538464,3381.823821373189,0.0015550903293234711,0.8461538461538461,-419.9736032219748,3.0373521336975995,-419.97360322197466,-342.14105201565735,0.0015609618376982177,52
1.5,0.038461538461538464,3381.823821373189,0.0015550903293234711,0.8461538461538461,-419.9736032219748,3.0373521336975995,-419.97360322197466,-342.14105201565735,0.0015609618376982177,52
1.55,0.019230769230769232,3925.0185921925117,0.0018104950551177737,0.8653846153846154,-419.9736032219748,3.9425586669833175,-419.97360322197466,-337.80556019449784,0.0018116864030429318,52
1.6,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.65,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.7,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.75,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.8,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.85,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.9,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
1.95,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
2.0,0.0,4380.74953899555,0.002012898211452397,0.8846153846153846,-419.9736032219744,4.796281041040602,-419.97360322197466,-212.5477406182703,0.002022039944147496,52
