year,num_trades,best_factor,best_pnl,best_sharpe,best_stop_rate
2020,53,0.9,2139.04878509342,0.9477808804151306,0.18867924528301888
2021,52,1.6,4380.74953899555,4.796281041040602,0.0
2022,52,0.95,501.67811009513287,0.32417439949271043,0.38461538461538464
2023,52,0.85,750.3788557192894,0.8876891313788573,0.46153846153846156
2024,53,1.35,1378.8822623678348,0.8777644270859674,0.09433962264150944
2025,52,1.1,2469.0154520298083,0.6914931262207594,0.07692307692307693
